DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6,year
71.4,34,36.1,204,99.93,39,51.5,26,36.78,4,18.37,2.4,12.64,19,R51,4.95,20,,,,,,,,,,,,,2021
71.4,34,36.1,204,99.93,39,51.5,26,36.78,4,18.37,2.4,12.64,36,R52,4.6,27,107,57.69,89,54.65,,,,,,,,,2021
71.4,34,36.1,204,99.93,39,51.5,26,36.78,7,,,,,R53,6.75,52,133,59.84,97,55.12,104,55.17,99,56.52,106,56.54,,,2021
71.4,45,36,69,19.19,11.5,10.29,11,,,,,,,R54,5,42.5,95,53.66,99,55.58,88,51.95,69,48.21,,,,,2021
71.4,45,36,69,19.19,11.5,10.29,15,,,,,,,R55,7.18,96,79,49.41,133,59.2,88,52.53,70,48.43,,,,,2021
71.4,45,36,69,19.19,15.5,,,,,,,,,R56,8.5,101,110,57.85,93,54.72,137,62.43,113,56.69,,,125,59.63,2021
71.4,45,36,96,27.19,3,,,,,,,,,R57,10.4,134,,,112,58.35,,,,,,,,,2021
71.4,45,36,112,22.9,3,,,,,,,,,R58,13.5,133.5,99,56.05,114,58.67,109,58.58,110,58.51,,,,,2021
71.4,45,36,112,21.4,18,,,,,,,,,R59,6,59,122,58.92,88,52.59,102,55.8,67,47.09,,,,,2021
71.4,45,36,112,21.4,22,,,,,,,,,R60,6.34,61,82,51.99,104,56.72,87,53.67,90,53.33,70,49.94,89,53.52,2021
71.4,45,36,112,21.4,25.5,,,,,,,,,R61,6.6,48,123,60.6,118,57.94,126,60.97,,,,,,,2021
71.4,45,36,131,73.8,6,43.28,24,,,,,,,R62,8,59,151,65.54,138,64.84,147,64.45,138,61.34,,,,,2021
71.4,45,36,131,73.8,6,43.28,40,,,,,,,R63,9.6,87,119,60.03,117,59.22,179,69.4,181,69.58,203,72.83,147,65.48,2021
71.4,45,36,131,73.8,6,43.28,40,,,,,,,R64,8.4,49,107,56.18,100,56.84,52,66,122,59.23,80,51.7,87,52.37,2021
71.4,45,36,131,73.8,6,43.28,105,26.9,0,,,,,R65,7.6,41,122,59.43,146,63.17,132,62.65,,,,,,,2021
71.4,45,36,131,73.8,6,43.28,105,26.9,5,14.9,5,,,R66,7.9,61,134,61.51,143,64.59,120,59.64,168,66.72,,,,,2021
71.4,45,36,131,73.8,6,43.28,105,26.9,5,14.9,12,,,R67,6.9,61.5,,,,,,,,,,,,,2021
71.4,45,36,131,73.8,6,43.28,105,26.9,5,14.9,22,,,R68,8.7,62,162,65.01,137,62,170,66.85,184,69.53,159,65.14,,,2021
71.4,45,36,131,73.8,22,14.8,5,12.8,11,,,,,R69,6.36,55,134,61.37,132,62.49,128,60.42,,,,,,,2021
71.4,45,36,131,73.8,22,14.8,5,12.8,16,,,,,R70,5.6,36,101,56.25,,,,,,,,,,,2021
71.4,45,36,131,73.8,22,14.8,5,12.8,25,,,,,R71,6.7,55,115,58.81,136,62.25,,,,,,,,,2021
71.4,45,36,131,73.8,57,21.6,5,14.4,12,,,,,R72,8.3,66.5,156,64.21,126,60.93,113,58.63,130,60.75,,,,,2021
71.4,45,36,131,73.8,110,,,,,,,,,R73,6.12,40,138,64.11,129,63.16,140,64.55,,,,,,,2021
71.4,45,36,131,73.8,118,29.5,8,,,,,,,R74,11.5,97,130,62.17,155,65.69,190,70.77,230,78.23,,,,,2021
71.4,45,36,131,73.8,128,46.5,9,,,,,,,R75,9.6,85,171,67.57,143,63.27,,,,,,,,,2021
71.4,45,36,131,73.8,128,46.5,25,16.9,13,,,,,R76,8.8,49,88,52.94,135,62.58,,,,,,,,,2021
71.4,45,36,131,73.8,128,46.5,25,16.9,17,,,,,R77,7.9,50,213,74.16,124,60.84,,,,,,,,,2021
71.4,45,36,131,73.8,128,46.5,25,24.2,3,,,,,R78,11.9,68,136,63.51,139,63.79,63.79179,69.03,,,,,,,2021
71.4,45,36,131,73.8,128,46.5,25,24.2,3,12.8,13,,,R79,6.3,43,169,67.65,164,67.77,186,69.96,206,73.78,,,,,2021
71.4,45,36,131,73.8,128,46.5,29,43.33,35,26.9,10,,,R80,10.6,75,127,65.29,125,61.28,140,64.83,169,68.23,197,71.02,181,69.75,2021
71.4,45,36,131,73.8,128,46.5,29,43.33,35,26.9,17,,,R81,7.24,43,172,69.68,181,70.1,,,,,,,,,2021
71.4,45,71,179,55.7,29,10.39,5,,,,,,,R82,7.31,69,148,64.97,128,59.9,80,52.42,125,59.73,,,,,2021
71.4,45,71,179,55.7,29,10.39,9.5,,,,,,,R83,6.2,36,143,62.36,,,,,,,,,,,2021
71.4,45,71,179,55.7,59,52.4,4,16.9,2.5,12.7,6,,,R84,10.3,69.5,135,61.6,161,65.68,113,59.08,184,72.14,209,73.76,221,76.04,2021
71.4,45,71,179,55.7,59,52.4,17,42.2,11,19.26,18,,,R85,6.5,35,125,59.37,179,69.09,140,61.42,,,,,,,2021
71.4,45,71,179,55.7,59,52.4,17,42.2,11,19.26,21,10.49,8,R86,6.6,42,181,71.55,154,65.61,189,71.52,,,,,,,2021
71.4,33,39,106,31.8,0,,,,,,,,,R87,11.4,126,96,55.55,103,56.73,94,53.75,107,57.83,118,59.64,85,52.09,2021
71.4,33,39,106,31.8,24,,,,,,,,,R88,6.9,96.4,83,50.52,76,54.76,89,53.64,57,44.67,,,,,2021
71.4,33,39,106,31.8,30,11.7,3.5,,,,,,,R89,6.5,32.7,59,47.13,58,45.71,,,,,,,,,2021
71.4,33,39,106,31.8,30,11.7,6,,,,,,,R90,6.7,63,100,54.58,85,52.62,74,49.18,74,50.55,,,,,2021
71.4,33,39,124,27.6,10,,,,,,,,,R91,14.29,137,88,51.55,98,54.01,110,56.59,126,59.13,,,,,2021
71.4,33,39,124,27.6,31.5,,,,,,,,,R92,12,115,109,57.33,143,61.91,131,65.1,108,57.21,113,58.47,,,2021
71.4,33,39,124,27.6,67.5,,,,,,,,,R93,8.4,74,94,51.3,15,57.55,105,56.98,140,62.24,,,,,2021
71.4,33,39,146,26.23,10,13.3,4,,,,,,,R94,5.1,20,106,56.01,93,54.11,,,,,,,,,2021
71.4,33,39,146,26.23,10,13.3,9,9.9,1,,,,,R95,4.7,18.5,,,,,,,,,,,,,2021
71.4,33,39,146,26.23,10,13.3,9,9.9,3,,,,,R96,5.4,40,102,56.05,118,59.5,116,58.05,,,,,,,2021
71.4,33,39,210,104.8,8,49.5,35,13.6,3.8,,,,,R97,9.7,77,131,60.63,107,56.84,130,60.57,140,63.05,135,61.88,156,64.45,2021
71.4,33,39,210,104.8,8,49.5,35,13.6,4.3,,,,,R98,8.4,47,135,62.85,92,54.76,150,64.15,,,,,,,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,26,10.5,4,,,R99,6.6,58,107,56.87,94,61.72,148,70.15,115,59.52,157,66.17,,,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,31,25.4,12,,,R100,10.9,89,168,68.34,102,57.59,158,66.68,139,64.87,176,68.44,213,74.41,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,31,25.4,21,,,R101,7.8,60,162,65.92,167,72.96,153,66.24,173,68.18,131,63.1,174,68.29,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,34,30,3.5,,,R102,7,41,97,55.27,135,63.78,197,72.1,178,67.17,,,,,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,34,30,7.5,,,R103,5.36,31,127,60.22,137,64.36,,,,,,,,,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,34,30,13.5,,,R104,7.4,65.5,156,65.87,176,69.52,,,,,,,,,2021
71.4,33,39,210,104.8,8,49.5,53,38.38,34,30,16.5,,,R105,4.4,35,142,69.38,160,67.79,126,60.26,,,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,2,17.5,1,,,R106,6,32,130,66.71,,,,,,,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,6,,,,,R107,10.8,100,147,64.8,155,69.29,128,59.84,,,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,7.5,13.7,13,,,R108,8.4,80.5,173,68.59,149,64.38,145,64.37,144,64.41,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,30.5,12,8,,,R109,8.16,53,115,57.64,124,65.59,128,61,145,65.45,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,57.5,32.5,5,21.4,5,R110,5,24,161,64.89,169,67.36,123,60.96,157,66.58,,,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,57.5,32.5,5,21.4,12.5,R111,6.5,48,145,62.21,141,62.83,80,51.48,140,64.12,116,60.02,,,2021
71.4,33,39,210,104.8,38,49.59,46,51.3,57.5,32.5,6.5,25.25,9,R112,12,98,130,61.16,142,63.15,153,65.46,144,65.31,164,67.19,175,68.36,2021
71.4,33,39,210,74.2,45,57.7,9,54.5,4,,,,,R113,14.4,104,139,62.82,136,63.07,164,68.35,142,64,151,65.82,149,65.95,2021
71.4,33,39,210,74.2,45,57.7,108,40.23,4,,,,,R114,9.8,86,156,67.11,132,62.88,148,64.82,151,65.35,,,,,2021
71.4,33,39,210,74.2,45,57.7,108,40.23,4,,,,,R115,7.3,49,82,51.76,107,57.35,152,65.14,,,,,,,2021
71.4,33,39,210,74.2,45,57.7,108,40.23,12,,,,,R116,9.14,54,166,67.67,128,61.35,119,59.2,139,62.97,126,61.03,,,2021
71.4,33,39,210,74.2,45,57.7,108,40.23,17,,,,,R117,7.27,47,149,64.51,160,65.44,153,66.39,175,67.61,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,12,15.7,9,,,R118,8.8,78,118,59.15,114,58.4,,,,,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,14.5,21.3,1.5,,,R119,6.6,24,155,65.32,,,,,,,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,23.5,24.5,1.5,,,R120,8.3,65.5,137,62.2,115,59.74,151,66.1,165,66.09,124,60.65,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,0,R121,8.8,49,157,65.95,154,66.12,173,67.78,,,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,15,R122,5.66,33,159,67.37,129,60.18,127,62.15,,,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,31,R123,8.4,63,129,60.96,163,66.63,175,67.68,157,71.11,,,,,2021
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,35,R124,8.4,42,167,67.36,154,64.43,177,69.39,204,72.19,200,72.22,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,5,18.09,3,,,,,R1,11.2,10.5,122,60.63,128,62.27,,,113,59.43,93,53.69,132,60.83,2021
69.5,49,35.4,32,39.46,6.5,24.81,5,18.09,10,7.6,10,,,R2,5.75,39.5,118,59.34,82,51.77,93,55.68,,,,,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,5,18.09,26,,,,,R3,7.22,42,92,54.81,90,54.77,96,55.52,,,,,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,5,18.09,29,,,,,R4,6.34,30,119,59.68,100,55.91,123,59.51,,,,,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,31,15.9,2.8,,,,,R5,6,29,139,63.15,115,67.19,85,54.44,,,,,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,31,15.9,13.8,10.69,22.5,,,R6,5.5,33,161,67.02,129,61.11,116,59.37,,,,,,,2021
69.5,49,35.4,32,39.46,6.5,24.81,31,15.9,16.1,,,,,R7,5.3,34,99,56.53,90,53.2,138,65.38,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,1.1,16.8,1.9,,,R8,7.1,61.3,113,57.76,126,60.75,101,54.4,95,54.68,119,58.79,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,1.1,16.8,20.9,,,R9,5.9,30,117,58.94,101,56.27,118,59.75,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,1.1,16.8,45.4,,,R10,4.7,29,105,57.15,120,60.63,97,55.07,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,1.1,16.8,61.4,,,R11,7.7,31,90,58.25,93,54.56,88,52.85,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,4.1,14.17,16,7.28,2,R12,4.89,22,,,,,,,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,4.1,14.17,43,7.2,3,R13,4.5,27,104,57.46,96,55.29,104,57.3,,,,,,,2021
69.5,49,35.4,127,34.6,8,25.26,8,22.3,4.1,14.17,43,7.2,3,R14,6.5,40,132,60.09,127,59.86,95,56.13,,,,,,,2021
69.5,49,35.4,171,52.9,9,39.24,9,,,,,,,R15,8.24,69,141,63.76,138,59.66,138,62.82,137,62.05,136,61.13,120,59.35,2021
69.5,49,35.4,171,52.9,9,39.24,28.5,,,,,,,R16,8.5,44,141,62.29,145,69.69,132,63.16,125,62.18,,,,,2021
69.5,49,35.4,171,52.9,9,39.24,75.7,25.39,15,,,,,R17,6.83,30,139,62.43,132,61.62,111,57.34,,,,,,,2021
69.5,49,35.4,171,52.9,9,39.24,75.7,25.39,29,,,,,R18,9.78,49,96,59.24,188,70.51,167,66.69,,,,,,,2021
69.5,49,35.4,171,52.9,9,39.24,75.7,25.39,50,15.8,28,,,R19,10.12,69,170,66.68,154,63.34,212,71.23,,,,,,,2021
69.5,49,35.4,171,52.9,9,39.24,75.7,25.39,50,15.8,31,,,R20,7.9,48,172,67.85,182,67.16,,,,,,,,,2021
69.5,49,35.4,171,52.9,48,25.9,22,23.3,0,8.8,13,,,R21,6.1,35,,,175,73.09,,,,,,,,,2021
69.5,49,35.4,171,52.9,48,25.9,22,23.3,13,22.6,30,11.3,14.5,R22,5.4,11.5,191,72.33,,,,,,,,,,,2021
69.5,49,35.4,171,52.9,48,25.9,22,23.3,13,22.6,30,11.3,17.7,R23,8,40,182,69.31,134,61.69,169,66.87,,,,,,,2021
69.5,49,35.4,171,52.9,48,25.9,22,23.3,15.5,11.4,19,,,R24,4.3,15,175,68.88,163,67.53,,,,,,,,,2021
69.5,49,35.4,171,52.9,48,25.9,22,23.3,15.5,11.4,25.5,,,R25,7.5,50,155,65.81,135,62.2,159,64.81,,,,,,,2021
69.5,49,35.4,178.5,67.15,5,,,,,,,,,R26,8.69,72,113,57.74,147,63.9,111,59.74,147,62.44,124,60.19,146,64.71,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,44,15.36,1.9,,,R27,7.17,35,135,62.62,100,57.31,,,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,28.17,12,,,R28,4.8,34,111,58.89,129,62.39,,,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,28.17,39,,,R29,8.41,60,179,69.79,136,62.85,,,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,28.17,42,,,R30,7.97,51,131,61.34,172,70.18,,,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,29.71,5.4,,,R31,8.58,60,151,65.95,135,62.15,151,64.44,120,61.29,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,29.71,10.6,24.3,2.5,R32,8.25,50,146,65.49,126,61.55,,,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,29.71,10.6,24.3,23.5,R33,8.41,47,105,57.64,117,58.3,155,65.09,,,,,,,2021
69.5,49,35.4,178.5,67.15,7,56.26,4,40.15,62,29.71,10.6,24.3,37.5,R34,16.13,91.5,159,65.47,110,58.3,189,69.5,234,76.59,,,,,2021
69.5,49,35.4,224.5,80.06,6,,,,,,,,,R35,9.16,62,169,68.36,156,64.45,164,66.21,143,62.5,139,62.34,,,2021
69.5,49,35.4,224.5,80.06,9,45.6,36,9.6,15.2,,,,,R36,6.5,46,128,62.92,165,67.47,152,64.74,,,,,,,2021
69.5,49,35.4,224.5,80.06,9,45.6,48,32.7,2,9.95,14,,,R37,6.5,28,158,64.02,115,60.22,158,66.41,175,67.89,,,,,2021
69.5,49,35.4,224.5,80.06,9,45.6,48,32.7,45,27.4,0,,,R38,6.4,28,181,68.09,186,70.48,,,,,,,,,2021
69.5,49,35.4,224.5,80.06,9,45.6,48,32.7,45,27.4,25,17.4,10,R39,9.8,66.5,135,61.5,196,71.49,162,67.5,199,72.3,,,,,2021
69.5,49,35.4,224.5,80.06,9,45.6,48,32.7,45,27.4,29,16.26,11,R40,13.2,72,144,64.31,115,58.48,162,64.83,162,66.25,202,78.62,130,64.02,2021
69.5,49,35.4,224.5,80.06,31,43.4,7,,,,,,,R41,22.5,122,130,61.87,136,62.06,97,55.58,154,65.15,138,63.12,196,72.16,2021
69.5,49,35.4,224.5,80.06,31,43.4,41,22.8,3,14.9,1,,,R42,25.9,35,147,65.21,154,65.53,144,64.47,149,69.47,,,,,2021
69.5,49,35.4,224.5,80.06,31,43.4,41,22.8,6,20.5,18,,,R43,7.18,42.5,116,57.6,75,52.09,,,,,,,,,2021
69.5,49,35.4,224.5,80.06,31,43.4,41,22.8,6,20.5,24,,,R44,9.45,67,138,63.32,125,59.61,148,65.06,130,62.18,178,68.88,152,65.42,2021
69.5,49,35.4,224.5,80.06,31,43.4,41,22.8,10,17.89,14,14.27,8,R45,11.4,68,176,69.37,177,68.48,224,74.76,,,,,,,2021
69.5,49,35.4,224.5,80.06,31,43.4,41,22.8,10,17.89,14,14.27,13,R46,8.46,38.5,150,71.28,171,68.42,212,74.18,169,68.31,,,,,2021
69.5,62,31.5,147,75.8,9,30.5,6.9,,,,,,,R47,7.67,60,118,58.66,140,63.06,123,59.83,95,55.92,125,61.05,,,2021
69.5,62,31.5,147,75.8,9,30.5,17.4,21.23,5,6.22,4,,,R48,5.9,46,122,59.41,109,57.09,119,60.67,133,60.99,,,,,2021
69.5,62,31.5,147,75.8,9,30.5,17.4,21.23,16,10.32,6,,,R49,7.29,43,138,62.21,128,61.42,144,63.11,131,63.93,,,,,2021
69.5,62,31.5,147,75.8,9,30.5,17.4,21.23,22,14.88,12.5,,,R50,6.6,48,129,61.58,151,62.11,167,72.55,105,56.34,,,,,2021
69.5,62,31.5,147,75.8,9,30.5,17.4,21.23,22,14.88,20,,,R51,6.9,51,102,58.18,,,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,7,12.06,2,,,,,R52,7.34,55.2,111,60.88,239,73.64,108,57.81,146,65.55,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,27,20.84,30,,,,,R53,6.5,35,155,68.3,164,75.08,130,62.3,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,27,20.84,41,8.8,4,,,R54,5.5,45,171,67.47,,,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,15.07,3.2,,,R55,7.48,46,158,66.38,146,67.88,125,60.35,90,55.25,140,64,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,15.07,3.2,,,R56,7.18,61,196,72.71,191,70.93,142,63.2,122,59.97,140,63.61,104,56.23,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,3,,,R57,8.08,43,81,52.19,154,64.84,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,5,,,R58,5.9,22,,,,,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,15,,,R59,6.9,21.6,,,,,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,30,17.9,4,R60,8.26,32,156,65.46,166,67.15,,,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,30,17.9,45,R61,6.8,36,160,67.62,172,66.37,88,55.16,,,,,,,2021
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,30,17.9,57.9,R62,8.9,52,104,57.24,155,67.31,140,63.72,,,,,,,2021
69.5,63,37.6,88,,,,,,,,,,,R63,5.14,50.5,128,62.37,96,55.72,,,,,,,,,2021
69.5,63,37.6,90,38.48,5,31.19,4.5,11.5,8.5,,,,,R64,6.34,32,,,,,,,,,,,,,2021
69.5,63,37.6,90,38.48,5,31.19,9.5,13.44,11,,,,,R65,9.12,65.4,110,56.29,,,113,57.57,102,57.27,127,61.34,,,2021
69.5,63,37.6,90,38.48,5,31.19,9.5,13.44,15,,,,,R66,4.42,38,75,50.63,90,54.3,,,,,,,,,2021
69.5,63,37.6,90,38.48,5,31.19,9.5,13.44,23,,,,,R67,5.7,42.5,93,53.86,103,54.52,103,56.26,128,60.18,,,,,2021
69.5,63,37.6,90,38.48,63,,,,,,,,,R68,5.7,25,155,66.99,173,69.1,,,,,,,,,2021
69.5,63,37.6,90,38.48,63,18.46,13,,,,,,,R69,5.5,35,144,63.07,127,60.39,134,62.88,,,,,,,2021
69.5,63,37.6,90,38.48,63,18.46,43,9.88,6,,,,,R70,4.7,15.5,139,68.44,136,68.81,,,,,,,,,2021
69.5,63,37.6,100,77.7,10,,,,,,,,,R71,9.5,91,100,55.13,120,59.17,124,59.3,115,58.91,108,64.42,,,2021
69.5,63,37.6,100,77.7,12,18.7,12,,,,,,,R72,9.7,103,132,61.05,113,58.16,117,69.1,110,57.62,166,67.81,121,56.74,2021
69.5,63,37.6,100,77.7,12,18.7,15,,,,,,,R73,5.9,30,168,67.81,137,62.64,,,,,,,,,2021
69.5,63,37.6,100,77.7,12,18.7,44.5,,,,,,,R74,5.3,23.5,106,57.09,76,50.62,107,58.96,,,,,,,2021
69.5,63,37.6,100,77.7,12,18.7,53.2,,,,,,,R75,5.25,28,122,57.96,93,56.32,,,,,,,,,2021
69.5,63,37.6,100,77.7,12,18.7,66.7,,,,,,,R76,5.6,21,151,65.62,,,,,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,8,,,,,,,R77,6,27,121,59.69,148,63.2,,,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,30,,,,,,,R78,6.6,32,,,,,,,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,44,26.6,7,,,,,R79,7.33,44,182,71.3,163,67.7,176,69.13,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,44,26.6,7,,,,,R80,13.5,98,141,62.1,128,61.17,,,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,44,26.6,15,18.28,10.5,,,R81,5.99,34,129,63.45,121,58.14,,,,,,,,,2021
69.5,63,37.6,100,77.7,62,27.77,44,26.6,15,18.28,37.5,,,R82,7,55,188,76.6,172,69.43,164,65.29,,,,,,,2021
69.5,63,37.6,170,18.19,10,14.8,7,,,,,,,R83,10.5,102,145,62.79,149,64.55,162,66.99,126,60.83,140,70.32,182,69.24,2021
69.5,63,37.6,170,18.19,18,14.8,3,,,,,,,R84,6.49,48,167,66.81,,,,,,,,,,,2021
69.5,63,37.6,235,97.14,10.2,13.9,12,,,,,,,R85,8.15,55,146,63.23,193,71.64,,,170,67.69,,,,,2021
69.5,63,37.6,235,97.14,10.2,1.9,24.5,,,,,,,R86,6.71,37.5,163,63.78,,,,,,,,,,,2021
69.5,63,37.6,235,97.14,24.2,23.5,16,,,,,,,R87,6.15,30,190,75.93,126,61.24,,,,,,,,,2021
69.5,63,37.6,235,97.14,24.2,23.5,20,,,,,,,R88,8.4,59,155,67.35,186,69.16,206,74.58,170,69.91,,,,,2021
69.5,63,37.6,235,97.14,24.2,23.5,29,,,,,,,R89,10.2,74,171,70.87,247,76.95,161,72.65,,,,,,,2021
69.5,63,37.6,235,97.14,69.2,37.25,40,30.77,3,11.71,6,,,R90,5.9,41,145,65.28,212,82.05,162,67.97,179,70.84,,,,,2021
69.5,63,37.6,235,97.14,69.2,37.25,40,30.77,8,,,,,R91,6.5,26,170,67.35,132,60.2,77,52.85,,,,,,,2021
69.5,63,37.6,235,97.14,69.2,37.25,40,30.77,36,11.12,7,,,R92,6.23,37,150,64.99,191,70.06,,,,,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,13,,,,,R93,9.02,57,152,66.4,,,,,,,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,21,,,,,R94,7.2,49,143,63.46,161,67.55,152,64.76,138,63.57,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,23.5,,,,,R95,8.02,47,142,64.1,,,,,,,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,40,34.4,1.5,,,R96,5.46,31.5,144,70.39,,,,,,,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,47,34.6,11,24.13,17,R97,6.7,47,132,63.21,187,69.72,214,75.58,193,71.65,,,,,2021
69.5,63,37.6,252,67.76,24,48.27,12,50.25,47,34.6,11,24.13,41.5,R98,10.63,67,205,73.32,124,61.66,124,61.15,120,59.98,,,,,2021
69.5,55,34,103,35.4,5,,,,,,,,,R99,7.5,80,136,62.24,146,64.35,123,60.83,150,63.91,148,63.92,,,2021
69.5,55,34,103,35.4,8.4,23.8,36,,,,,,,R100,7.07,40,136,64.76,141,63.84,,,,,,,,,2021
69.5,55,34,103,35.4,8.4,23.8,41.5,8.7,4.5,,,,,R101,5.4,27,154,67.04,111,59.6,114,60.18,,,,,,,2021
69.5,55,34,103,35.4,8.4,23.8,52.5,,,,,,,R102,7.23,27.7,,,,,,,,,,,,,2021
69.5,55,34,103,35.4,8.4,23.8,69,12.6,3,,,,,R103,5.7,23.7,,,,,,,,,,,,,2021
69.5,55,34,173,89.8,15,61,7,31.8,4,,,,,R104,7.7,51,117,58.15,200,73.2,161,68.34,,,,,,,2021
69.5,55,34,173,89.8,15,61,7,31.8,14,14.24,16,,,R105,6.61,52.5,311,82.43,136,62.89,,,,,,,,,2021
69.5,55,34,173,89.8,15,61,7,31.8,33,10.9,20,,,R106,7,53,148,65.25,164,64.22,140,62.06,,,,,,,2021
69.5,55,34,173,89.8,15,61,7,31.8,51,16.9,28,,,R107,7.21,55,213,73.02,184,70.68,,,,,,,,,2021
69.5,55,34,173,89.8,15,61,7,31.8,51,16.9,31.5,,,R108,7.26,50,167,68.07,180,68.24,184,71.91,,,,,,,2021
69.5,55,34,173,89.8,15,61,15,14.4,85,,,,,R109,7.26,60.5,135,62.73,101,56.6,147,64.24,129,61.04,191,70.69,,,2021
69.5,55,34,173,89.8,15,61,15,14.4,92,,,,,R110,9.8,88,78,49.24,184,70.22,170,69.02,168,67.99,177,66.95,,,2021
69.5,55,34,173,89.8,15,61,45,40.27,19,32.28,24,12.5,6,R111,8.99,53,117,58.95,149,64.36,138,63.06,146,65.55,,,,,2021
69.5,55,34,173,89.8,15,61,45,40.27,19,32.28,38,23.9,5,R112,8.8,58.5,150,65.01,190,70.08,192,72.54,182,70.35,,,,,2021
69.5,55,34,173,89.8,15,61,45,40.27,19,32.28,38,23.9,8.5,R113,7.5,46.5,158,66.64,156,67.09,105,58.39,,,,,,,2021
69.5,55,34,173,89.8,15,61,56,18.5,1,,,,,R114,5.33,32,114,58.6,160,65.82,160,64.1,,,,,,,2021
69.5,55,34,173,89.8,15,61,59,33.27,12,22.6,10,9,2.5,R115,7.2,38,112,58.86,104,56.6,138,63.53,162,67.31,210,73.32,,,2021
69.5,55,34,173,89.8,15,61,59,33.27,12,22.6,31.5,13.6,3,R116,9.88,72,173,68.31,148,62.68,145,65.63,161,66.42,186,71.19,,,2021
