DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr6,DFr6,DChar5,LChar5,PFr5,DFr5,year
71,33,38,141,44.7,100.6,,,,,,,R140,5.6,47,118,58.94,163,64.85,,,,,,,,,,,2021
71,33,38,141,44.7,105.2,,,,,,,R141,11.5,130.6,122.8,,122.8,,,,,,,,,,,,2021
71,33,38,178,,,,,,,,,R142,5.86,35.4,122.8,,,,,,,,,,,,,,2021
71,33,38,196,16,10,10.1,25,,,,,R143,4.8,12,140,62.36,,,,,,,,,,,,,2021
71,33,38,196,16,10,10.1,28,,,,,R144,6,15,95,54.18,131,60.96,,,,,,,,,,,2021
71,33,38,206,13,4.5,7.97,2,,,,,R145,4,24,117,62.4,139,61.97,,,,,,,,,,,2021
71,33,38,225,,,,,,,,,R146,11,110,153,67.35,108,57.89,93,54.68,188,69.46,,,,,,,2021
71,33,38,246,73,37,54,24,,,,,R147,15,104,122.8,,114,59.47,122.8,,134,62.73,,,,,122.8,,2021
71,33,38,246,73,37,54,31,,,,,R148,10,15,138,62.06,133,62.89,202,72.07,183,68.08,,,,,,,2021
71,33,38,246,73,68,,,,,,,R149,7,34,172,70.06,142,63.52,157,65.26,,,,,,,,,2021
71,33,38,246,73,88,35.9,3.5,,,,,R150,9.8,100,142,64.33,149,62.97,122.8,,,,,,,,,,2021
71,33,38,246,73,104,,,,,,,R151,10,93,122.8,,122.8,,122.8,,,,,,,,,,2021
71,33,38,246,73,108,,,,,,,R152,7.5,38,130,60.63,122.8,,122.8,,,,,,,,,,2021
71,33,38,254,73,116,,,,,,,R153,11.8,99.1,122.8,,122.8,,122.8,,122.8,,,,,,,,2021
71,33,38,265,,,,,,,,,R154,11.7,107,163,68.03,162,65.55,176,67.04,127,61.95,160,63.68,,,159,65.53,2021
71,33,38,307,49.3,9,33.25,2,,,,,R155,14.2,93,194,73.4,136,60.97,129,60.17,127,61.9,139,62.02,,,153,65.33,2021
71,33,38,307,49.3,9,33.25,10,,,,,R156,9,53,156,64.76,129,57.79,122.8,,,,,,,,,,2021
71,33,38,307,49.3,9,33.25,22,8,6,,,R157,6,21.5,125,58.26,,,,,,,,,,,,,2021
71,33,38,307,49.3,9,33.25,32,25.5,20,,,R158,10,63,243,76.42,187,70.29,122.8,,122.8,,,,,,,,2021
71,33,38,307,49.3,9,33.25,35,,,,,R159,7.8,51,190,69.51,,,,,,,,,,,,,2021
67,33.5,33.5,58,,,,,,,,,R1,6.4,85,117,58.41,,,,,,,,,,,,,2021
67,33.5,33.5,58,9.5,41.5,9.4,32,,,,,R2,5.7,53,95,53.58,,,,,,,,,,,,,2021
67,33.5,33.5,68,15.2,70,9,35.5,,,,,R3,2.4,19,108,60.76,108,61.37,,,,,,,,,,,2021
67,33.5,33.5,68,,,,,,,,,R4,5,46,98,52.4,101,55.95,,,,,,,,,,,2021
67,33.5,33.5,84.5,7.9,7.5,,,,,,,R5,5.4,36.5,79,52.27,92,54.67,,,,,,,,,,,2021
67,33.5,33.5,91.5,13.13,59,,,,,,,R6,3.8,41,99,54.47,118,58.2,105,54.72,,,,,,,,,2021
67,33.5,33.5,91.5,13.13,71,,,,,,,R7,5.5,57.5,133.37,,,,,,,,,,,,,,2021
67,33.5,33.5,91.5,12.5,17.5,,,,,,,R8,6.38,69,141,63.39,101,53.6,107,55.53,,,,,,,,,2021
67,33.5,33.5,91.5,12.5,28.5,,,,,,,R9,7.9,75,140,62.08,,,,,,,,,,,,,2021
67,33.5,33.5,120.5,,,,,,,,,R10,4.8,28,128,58.72,103,55.67,,,,,,,,,,,2021
67,33.5,33.5,182.5,,,,,,,,,R11,7.9,102,155,66.2,133,61.86,,,,,,,,,,,2021
67,33.5,33.5,192.5,33.6,2.9,,,,,,,R12,4,19,195,72.51,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,7,10.9,48.5,,,,,R13,4.5,29,,,,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,40,15.3,19,11.9,30,,,R14,6.4,36,133.37,,,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,40,15.3,19,11.9,38,,,R15,5,27.3,165,65.62,97,56.83,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,49,17.9,4,10.9,3.5,,,R16,6.4,66,163,65.98,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,,,,,,,R17,7.7,53,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,5.5,7.5,,,,,R18,4.6,39,135,62.25,,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,5.7,8.5,,,,,R19,5.5,23,133.37,,,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,22.3,34.5,,,,,R20,5.2,38,167,67.31,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,22.3,41.5,,,,,R21,4.1,23,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,22.3,52.5,,,,,R22,6,42.5,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,86,22.3,58,,,,,R23,6.2,40,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,99,25.4,24,17.7,14,,,R24,11,83,151,65.15,133.37,,,,,,,,,,,,2021
67,33.5,33.5,192.5,67,99,25.4,29,,,,,R25,9,60,133.37,,133.37,,133.37,,,,,,,,,,2021
67,33.5,33.5,192.5,67,104,10,20.5,,,,,R26,5.6,36.5,,,,,,,,,,,,,,,2021
67,33.5,34,54,,,,,,,,,R27,8.4,13,,,,,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,12,,,,,R28,6,67,136,63.24,105,58.91,110,54.73,103,55.56,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,34,,,,,R29,3.6,28,121,58.98,133.37,,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,52,,,,,R30,7,49,136,62.08,144,61.16,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,104,13.13,4,,,R31,5,39,106,57.69,133.37,,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,104,13.13,8,,,R32,4.3,26,165,65.58,,,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,114,,,,,R33,11.8,85,143,60.78,136,61.29,117,54.96,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,127,,,,,R34,11.8,84,133.37,,126,59.35,133.37,,133.37,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,134,16.6,9,,,R35,9.7,67.5,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,34,61.5,57,42,29.4,134,16.6,15,,,R36,10.7,78,133.37,,133.37,,118,59.28,133.37,,,,,,,,2021
67,33.5,34,91.5,14,3.5,,,,,,,R37,4.8,48,96,56.1,48,41.95,57,44.42,,,,,,,,,2021
67,33.5,34,140.5,10.9,45,,,,,,,R38,3.8,23,102,55.98,,,,,,,,,,,,,2021
67,33.5,34,178.5,21,4,,,,,,,R39,6.8,36,,,,,,,,,,,,,,,2021
67,33.5,34,200.5,,,,,,,,,R40,7.4,57,,,,,,,,,,,,,,,2021
67,33.5,34,200.5,57.4,21,20,4.5,,,,,R41,8,39,,,,,,,,,,,,,,,2021
67,33.5,34,200.5,57.4,34,22.9,38,,,,,R42,4.12,21.4,168,68.9,,,,,,,,,,,,,2021
67,33.5,34,200.5,57.4,34,22.9,42,,,,,R43,2.91,10,141,62.68,137,64.17,108,59.21,,,,,,,,,2021
67,33.5,34,200.5,57.4,34,22.9,47,,,,,R44,5.4,30.1,145,64.45,134,61.13,,,,,,,,,,,2021
67,33.5,34,206.5,63.3,8.5,,,,,,,R45,6.8,77,182,68.54,166,67.04,133.37,,,,,,,,,,2021
67,33.5,34,206.5,63.3,12.5,,,,,,,R46,4.92,35,144,63.41,133.37,,,,,,,,,,,,2021
67,33.5,34,206.5,63.3,17.5,,,,,,,R47,7.7,65.5,133.37,,133.37,,133.37,,,,,,,,,,2021
67,33.5,34,214.5,11.6,17,,,,,,,R48,7.5,62,142,64.55,133.37,,,,,,,,,,,,2021
67,33.5,34,236.5,63,3,23.9,4.5,,,,,R49,4.7,14.5,,,,,,,,,,,,,,,2021
67,33.5,34,236.5,63,38,,,,,,,R50,6.8,61,133.37,,140,65.1,133.37,,,,,,,,,,2021
67,33.5,34,236.5,63,40,25,3,,,,,R51,5.3,32,136,62.12,126,59.69,133.37,,,,,,,,,,2021
67,33.5,34,236.5,63,45,,,,,,,R52,5.7,39,145,66.27,152,65.07,,,,,,,,,,,2021
67,33.5,34,236.5,63,61.5,42.5,13.4,10.39,5,,,R53,9.8,84,132,59.03,157,65.24,133.37,,,,,,,,,,2021
67,33.5,34,236.5,63,61.5,42.5,23.4,29.88,6,,,R54,8.9,30,94,54.87,82,52.84,133.37,,,,,,,,,,2021
67,33.5,34,236.5,63,61.5,42.5,23.4,29.88,10.5,,,R55,7.2,49,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,34,236.5,63,69.5,29.5,4,,,,,R56,7.6,53,114,56.54,99,56.21,133.37,,73,49.81,,,,,,,2021
67,33.5,34,236.5,63,69.5,29.5,7,,,,,R57,8.3,80,133.37,,133.37,,,,,,,,,,,,2021
67,33.5,34,236.5,63,76.5,,,,,,,R58,8.2,36.5,130,61.29,113,59.33,137,63.56,156,65.7,133.37,,,,133.37,,2021
67,32,32,92,,,,,,,,,R59,5.3,30,102,54.01,107,56.88,,,,,,,,,,,2021
67,32,32,92,47.3,48,9,7.5,,,,,R60,6,66,73,47.33,133.37,,141,59.83,,,,,,,,,2021
67,32,32,92,47.3,78,,,,,,,R61,9,73,178,69.03,133.37,,,,,,,,,,,,2021
67,32,32,92,47.3,83.5,10,3,,,,,R62,6.5,44,133.37,,133.37,,,,,,,,,,,,2021
67,32,32,92,47.3,111,,,,,,,R63,5.1,39,123,58.02,146,60.97,,,,,,,,,,,2021
67,32,32,92,47.3,162,13.6,6,,,,,R64,8.4,76,117,59.25,133.37,,,,,,,,,,,,2021
67,32,32,92,47.3,162,13.6,28,,,,,R65,5.8,51,145,62.32,126,58.56,133.37,,,,,,,,,,2021
67,32,32,122,,,,,,,,,R66,12.13,124,132,61,98,56.87,116,58.15,100,53.34,,,,,,,2021
67,32,32,124,,,,,,,,,R67,11.2,113,133.37,,139,61.3,133.37,,124,58.69,133.37,,,,133.37,,2021
67,32,32,134,30,35,,,,,,,R68,7.3,77.5,116,57.16,133.37,,133.37,,113,57.36,,,,,,,2021
67,32,32,163,21,0,,,,,,,R69,5.3,35,42,41.83,133.37,,,,,,,,,,,,2021
67,32,32,163,21,2.5,5.4,4,,,,,R70,3.4,15.5,174,66.93,,,,,,,,,,,,,2021
67,32,32,191,12.6,1.5,,,,,,,R71,3.7,15,139,59.73,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,12,,,,,R72,7,87,193,73.78,133.37,,133.37,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,17,7,12,,,R73,7.8,43,140,63.11,133,63.08,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,17,,,,,R74,4.7,18,133.37,,133.37,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,44,8.9,7,,,R75,4.19,19.5,145,64.19,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,49,13.8,4,,,R76,6.9,47,133.37,,133.37,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,49,13.8,17,,,R77,3.4,12,,,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,34.5,49,13.8,31,,,R78,3.4,15.5,133.37,,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,14,,,,,,,R79,4,25,,,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,37,,,,,,,R80,6.12,32,147,65.65,121,58.43,133.37,,,,,,,,,,2021
67,32,32,211.5,48.92,37,,,,,,,R81,5.5,15,133.37,,,,,,,,,,,,,,2021
67,32,32,211.5,48.92,43,19.77,7,,,,,R82,7.9,55,113,61,132,64.2,133.37,,,,,,,,,,2021
67,32,32,211.5,48.92,43,19.77,18,,,,,R83,9.33,66,133.37,,133.37,,133.37,,,,,,,,,,2021
67,32,32,211.5,48.92,43,19.77,18,,,,,R84,5.3,28,197,71.02,,,,,,,,,,,,,2021
67,32,32,253.9,7.11,4.4,,,,,,,R85,5.02,32.2,133.37,,,,,,,,,,,,,,2021
67,32,32,273.8,36.5,5,,,,,,,R86,7.03,71.9,133.37,,133.37,,,,,,,,,,,,2021
67,32,32,273.8,36.5,1.5,,,,,,,R87,13.5,94.8,119,56.52,164,66.8,68,46.9,145,62.9,150,64.21,,,190,69.8,2021
67,32,32,273.8,36.5,13.5,17.8,16,,,,,R88,5.4,21,151,65.37,133.37,,,,,,,,,,,,2021
67,32,32,273.8,36.5,13.5,17.8,3.4,12.64,18.5,,,R89,7.51,58.6,133.37,,133.37,,133.37,,154,65.7,,,,,133.37,,2021
67,32,32,279.3,15.34,22.5,,,,,,,R90,3.95,19.5,133.37,,,,,,,,,,,,,,2021
67,32,32,279.3,15.34,23.8,9.73,9,,,,,R91,3.53,13,133.37,,133.37,,,,,,,,,,,,2021
67,32,33,92.5,,,,,,,,,R92,5.8,52,151,65.31,147,66.12,,,,,,,,,,,2021
67,32,33,94.5,,,,,,,,,R93,6.5,32,131,59.11,,,,,,,,,,,,,2021
67,32,33,96.5,20.54,47,,,,,,,R94,4.7,62,134,61.03,,,,,,,,,,,,,2021
67,32,33,96.5,20.54,63,,,,,,,R95,8,83,131,61,130,62.04,102,54.38,,,,,,,,,2021
67,32,33,102.5,15.4,12,,,,,,,R96,6.11,80.5,109,57.23,143,62.62,145,62.71,,,,,,,,,2021
67,32,33,109.5,35.5,13.8,,,,,,,R97,4.5,16,,,,,,,,,,,,,,,2021
67,32,33,109.5,35.5,26.8,6.25,17.5,,,,,R98,3.5,10,104,58.08,113,57.3,,,,,,,,,,,2021
67,32,33,109.5,35.5,89.8,,,,,,,R99,4.6,12,141,70.17,,,,,,,,,,,,,2021
67,32,33,109.5,35.5,106.8,27.8,3,14.35,13,,,R100,5.4,26.5,133.37,,,,,,,,,,,,,,2021
67,32,33,109.5,35.5,106.8,27.8,8,,,,,R101,3.2,16,133.37,,,,,,,,,,,,,,2021
67,32,33,109.5,35.5,106.8,27.8,8,10.49,7,,,R102,6,35.7,159,63.24,133.37,,133.37,,,,,,,,,,2021
67,32,33,129.5,,,,,,,,,R103,6.3,56,157,64.43,,,,,,,,,,,,,2021
67,32,33,132.5,9.6,13,,,,,,,R104,5,30.3,109,56.15,87,53.76,,,,,,,,,,,2021
67,32,33,146.5,9.8,14,,,,,,,R105,6.3,64.5,114,59.02,87,53.07,108,56.93,83,51.96,,,,,,,2021
67,32,33,182.5,,,,,,,,,R106,5.2,36,133.37,,133.37,,,,,,,,,,,,2021
67,32,33,182.5,25.37,41.5,,,,,,,R107,3.8,27,,,,,,,,,,,,,,,2021
67,32,33,182.5,25.37,53.5,,,,,,,R108,7.1,66,149,63.34,133.37,,133.37,,133.37,,,,,,,,2021
67,32,33,182.5,25.37,58,,,,,,,R109,6.3,45.3,105,59.52,,,,,,,,,,,,,2021
67,32,33,182.5,25.37,67,,,,,,,R110,5.5,52.5,0,,,,,,,,,,,,,,2021
67,32,33,191.5,41,0,,,,,,,R111,8.3,93,125,59.72,143,62.78,148,65.51,100,55.64,108,56.5,,,106,54.79,2021
67,32,33,191.5,41,0,28,7,,,,,R112,6,53,123,60.19,105,55.73,,,,,,,,,,,2021
67,32,33,191.5,41,58,18.1,7,,,,,R113,6.23,42,129,62.52,,,,,,,,,,,,,2021
67,32,33,191.5,41,58,18.1,12.5,,,,,R114,6,45,115,60.57,115,59.24,,,,,,,,,,,2021
67,32,33,191.5,41,90.5,,,,,,,R115,12,70,129,61.49,175,69.9,133.37,,127,58.55,,,,,125,63.02,2021
67,32,33,191.5,41,96.5,14.3,18,,,,,R116,4.5,19,143,65.11,133.37,,,,,,,,,,,,2021
67,32,33,191.5,41,96.5,14.3,32,,,,,R117,5.8,33,,,,,,,,,,,,,,,2021
67,32,33,197,65.3,22.5,37.8,2,,,,,R118,6.5,70,138,64,139,62.92,126,59.06,,,,,,,,,2021
67,32,33,197,65.3,22.5,37.8,2,,,,,R119,4.99,20,102,58.67,,,,,,,,,,,,,2021
67,32,33,197,65.3,55.5,,,,,,,R120,11,91,133.37,,130,60.71,133.37,,,,,,,,,,2021
67,32,33,197,65.3,57.5,12.4,12,,,,,R121,72,8.8,133.37,,149,62.46,147,61.86,,,,,,,,,2021
67,32,33,197,65.3,57.5,,,,,,,R122,9.7,89,68,44.96,,,,,,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,10,,,,,R123,6.7,63,123,60.13,178,71.17,149,62.14,,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,37,,,,,R124,8.6,65,115,56.97,133.37,,133.37,,133.37,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,62,19.9,4,,,R125,6.13,34,169,68.39,148,65.09,133.37,,,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,94,18.82,22,,,R126,7.5,56,128,62.01,65,50.64,76,51.74,133.37,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,94,18.82,39.5,,,R127,7.9,31,110,57.58,133.37,,,,,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,99,13.8,2,,,R128,4.6,16.5,133.37,,133.37,,,,,,,,,,,,2021
67,32,33,197,65.3,63.5,34.9,99,13.8,3,,,R129,7.3,58,133.37,,133.37,,133.37,,133.37,,,,,,,,2021
67,32,33,221,14.23,3.3,,,,,,,R130,3.9,26,133.37,,,,,,,,,,,,,,2021
67,32,33,221,14.23,3.3,18.3,4,,,,,R131,6.63,97.9,191,67.23,146,63.66,90,52.04,94,54.76,,,,,,,2021
67,32,33,221,14.23,39.3,,,,,,,R132,4.49,39,113,58.25,145,61.09,133.37,,,,,,,,,,2021
67,32,33,221,14.23,42.3,,,,,,,R133,4.66,30,161,65.1,147,64.3,,,,,,,,,,,2021
67,32,33,259,33.96,7,17.17,7.8,,,,,R134,4.45,21.9,,,,,,,,,,,,,,,2021
67,32,33,259,33.96,7,17.17,10.8,9.05,5.5,,,R135,5.4,22.9,158,65.41,133.37,,,,,,,,,,,,2021
67,32,33,259,33.96,7,17.17,10.8,9.05,9.5,,,R136,5.97,30.8,121,58.12,133.37,,,,,,,,,,,,2021
67,32,33,259,33.96,43,13.97,30,,,,,R137,4,32.5,133.37,,,,,,,,,,,,,,2021
67,32,33,259,33.96,43,13.97,39.8,,,,,R138,3.4,22,133.37,,133.37,,,,,,,,,,,,2021
67,32,33,259,33.96,47.5,20.05,17,,,,,R139,9.7,53,133.37,,133.37,,,,,,,,,,,,2021
62,25.5,35.5,100,,,,,,,,,R1,9.12,,37,40.91,109,58.86,128,60.32,128.51,,,,,,,,2021
62,25.5,35.5,112,31,5,,,,,,,R2,7.4,,135,64.79,128.51,,128.51,,,,,,,,,,2021
62,25.5,35.5,112,31,5,,,,,,,R3,13,,121,58.32,113,57.02,,,,,,,,,,,2021
62,25.5,35.5,112,,,,,,,,,R4,4.18,,128.51,,115,60.8,,,,,,,,,,,2021
62,25.5,35.5,112,11,14,,,,,,,R5,7.3,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,134,,,,,,,,,R6,13.18,,101,53.74,,,,,,,,,,,,,2021
62,25.5,35.5,134,,,,,,,,,R7,6.8,,128.51,,128.51,,,,,,,,,,,,2021
62,25.5,35.5,151,36,18,,,,,,,R8,6,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,151,36,59,9.11,10,,,,,R9,3.88,,,,,,,,,,,,,,,,2021
62,25.5,35.5,151,36,72,,,,,,,R10,5.7,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,151,36,72,16.35,17,,,,,R11,9,,114,56.74,128.51,,,,,,,,,,,,2021
62,25.5,35.5,161,49,6,,,,,,,R12,6.25,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,161,49,23,,,,,,,R13,7.6,,128.51,,128.51,,,,,,,,,,,,2021
62,25.5,35.5,161,49,27.5,,,,,,,R14,10,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,161,49,77.5,15.5,4,,,,,R15,10.44,,128.51,,110,58.97,128.51,,128.51,,,,,,,,2021
62,25.5,35.5,161,49,91.5,,,,,,,R16,5.14,,,,,,,,,,,,,,,,2021
62,25.5,35.5,161,49,96,19.4,8,12.28,4,,,R17,7.33,,,,,,,,,,,,,,,,2021
62,25.5,35.5,161,49,96,10,3,,,,,R18,7.34,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,161,49,100,34.39,8,,,,,R19,5.9,,74,52.12,110,56.83,98,55.83,,,,,,,,,2021
62,25.5,35.5,161,49,100,34.39,17.5,,,,,R20,12.6,,88,54.68,37,39.69,,,,,,,,,,,2021
62,25.5,35.5,161,49,100,34.39,24.5,,,,,R21,9.4,,130,60.25,128.51,,,,,,,,,,,,2021
62,25.5,35.5,181,12.3,3.5,,,,,,,R22,4.45,,,,,,,,,,,,,,,,2021
62,25.5,35.5,181,12.3,3.5,,,,,,,R23,5.6,,128.51,,128.51,,,,,,,,,,,,2021
62,25.5,35.5,181,24.8,12,,,,,,,R24,6.9,,128.51,,128.51,,128.51,,128.51,,,,,,,,2021
62,25.5,35.5,181,24.8,80,7.9,4.5,,,,,R25,5.25,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,181,24.8,84.5,9.13,3,,,,,R26,4.6,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,181,42.3,16.5,,,,,,,R27,5.5,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,181,42.3,44.5,,,,,,,R28,6.2,,128.51,,,,,,,,,,,,,,2021
62,25.5,35.5,181,32.41,17,,,,,,,R29,10.42,,111,57.66,128.51,,128.51,,,,,,,,,,2021
62,25.5,35.5,181,32.41,28,,,,,,,R30,10.6,,136,63.66,130,62.3,128.51,,,,,,,,,,2021
62,25.5,35.5,181,32.41,33,,,,,,,R31,9.4,,153,64.85,,,,,,,,,,,,,2021
62,25.5,35.5,181,32.41,33,17.18,28,,,,,R32,5.2,,150,63.27,156,67.44,,,,,,,,,,,2021
62,25.5,35.5,181,,,,,,,,,R33,4.8,,173,73.69,146,66.9,132,61.58,,,,,,,,,2021
62,25.5,35.5,181,25.29,23,,,,,,,R34,11,,153,63.67,184,72.58,162,66.24,188,70,,,,,206,72.87,2021
62,25.5,35.5,193,,,,,,,,,R35,10.5,,176,68.53,,,,,,,,,,,,,2021
62,25.5,35.5,213,21,5,10.8,4,,,,,R36,8.25,,,,,,,,,,,,,,,,2021
62,25.5,35.5,213,34.5,12,,,,,,,R37,13.38,,114,58.07,94,56.1,220,73.12,222,74.62,,,,,,,2021
62,25.5,35.5,213,34.5,53,,,,,,,R38,15.3,,128.51,,128.51,,,,,,,,,,,,2021
62,32,36,44,44,14,,,,,,,R39,10.24,,93,52.43,95,54.96,94,51.96,88,51.75,,,,,,,2021
62,32,36,44,44,18,,,,,,,R40,4.39,,,,,,,,,,,,,,,,2021
62,32,36,44,44,18,,,,,,,R41,4.13,,128.51,,,,,,,,,,,,,,2021
62,32,36,44,44,48,7.12,4,,,,,R42,5.35,,128.51,,,,,,,,,,,,,,2021
62,32,36,44,44,60,7.9,4,,,,,R43,4.8,,,,,,,,,,,,,,,,2021
62,32,36,44,44,79,,,,,,,R44,8,,128.51,,128.51,,,,,,,,,,,,2021
62,32,36,44,44,85,,,,,,,R45,6.5,,128.51,,,,,,,,,,,,,,2021
62,32,36,44,44,123,15.17,7,,,,,R46,7.4,,,,,,,,,,,,,,,,2021
62,32,36,44,44,123,15.17,10,,,,,R47,5.13,,128.51,,,,,,,,,,,,,,2021
62,32,36,44,44,123,15.17,47.5,,,,,R48,6.48,,,,,,,,,,,,,,,,2021
62,32,36,61,,,,,,,,,R49,6.82,,122,59.14,128.51,,,,,,,,,,,,2021
62,32,36,61,52.9,33,12.3,3.5,,,,,R50,4.8,,128.51,,,,,,,,,,,,,,2021
62,32,36,61,52.9,67,10,6,,,,,R51,7.3,,128.51,,,,,,,,,,,,,,2021
62,32,36,91,52.9,118,25.6,34,,,,,R52,5.6,,128.51,,128.51,,,,,,,,,,,,2021
62,32,36,99,52.9,118,,,,,,,R53,4.6,,128.51,,128.51,,142,63.3,96,56.8,,,,,,,2021
62,32,36,99,52.9,123,21.3,6,,,,,R54,8.3,,128.51,,,,,,,,,,,,,,2021
62,32,36,99,9.5,15,,,,,,,R55,3.5,,94,54.02,,,,,,,,,,,,,2021
62,32,36,99,30.6,56,,,,,,,R56,6.11,,102,55.15,81,54.01,71,49.98,128.51,,,,,,,,2021
62,32,36,99,30.6,90,,,,,,,R57,8.6,,128.51,,128.51,,128.51,,,,,,,,,,2021
62,32,36,99,30.6,95,,,,,,,R58,6.7,,128.51,,,,,,,,,,,,,,2021
62,32,36,106,,,,,,,,,R59,5.25,,142,62.87,,,,,,,,,,,,,2021
62,32,36,122,,,,,,,,,R60,5.15,,,,,,,,,,,,,,,,2021
62,32,36,122,57,29,13.49,3,,,,,R61,5.3,,128.51,,128.51,,128.51,,,,,,,,,,2021
62,32,36,122,57,29,13.49,16,,,,,R62,4.33,,128.51,,,,,,,,,,,,,,2021
62,32,36,122,57,29,13.49,26,,,,,R63,4.65,,149,66.79,128.51,,,,,,,,,,,,2021
62,32,36,122,57,49,,,,,,,R64,8.8,,146,65.25,128.51,,128.51,,,,,,,,,,2021
62,32,36,122,57,74,,,,,,,R65,3.48,,,,,,,,,,,,,,,,2021
62,32,36,122,57,105,30.5,2,,,,,R66,5.86,,117,58.36,198,74.52,,,,,,,,,,,2021
62,32,36,122,57,105,30.5,4,,,,,R67,4.8,,172,70.14,,,,,,,,,,,,,2021
62,32,36,122,57,111,,,,,,,R68,6.12,,128.51,,,,,,,,,,,,,,2021
62,32,36,122,57,111,51,8,42.23,28.9,24.44,6,R69,7.67,,128.51,,128.51,,128.51,,,,,,,,,,2021
62,32,36,122,57,111,51,8,42.23,28.9,24.44,38,R70,8.33,,,,,,,,,,,,,,,,2021
62,32,36,133,20.34,2.5,,,,,,,R71,3.44,,151,64.95,,,,,,,,,,,,,2021
62,32,36,133,20.34,9.5,11,7,,,,,R72,5.15,,151,62.44,150,65.37,,,,,,,,,,,2021
62,32,36,133,20.34,9.5,11,13,,,,,R73,5.25,,93,53.73,68,51.05,,,,,,,,,,,2021
62,32,36,193,41.45,44,,,,,,,R74,4.87,,91,56.54,128.51,,,,,,,,,,,,2021
62,32,36,193,41.45,59,,,,,,,R75,5.51,,158,66.92,,,,,,,,,,,,,2021
62,32,36,193,41.45,63,,,,,,,R76,8.98,,127,63.41,128.51,,128.51,,270,77.56,,,,,,,2021
62,32,36,193,41.45,70,,,,,,,R77,8.63,,128.51,,,,,,,,,,,,,,2021
62,32,36,193,41.45,75,,,,,,,R78,8.65,,90,55.21,121,61.09,,,,,,,,,,,2021
62,30.4,30,82,,,,,,,,,R79,11.54,,111,58.25,123,59.65,128.51,,,,,,,,,,2021
62,30.4,30,87,,,,,,,,,R80,5.96,,95,56.21,,,,,,,,,,,,,2021
62,30.4,30,87,23.25,1,,,,,,,R81,4.21,,,,,,,,,,,,,,,,2021
62,30.4,30,92,,,,,,,,,R82,8.15,,111,60.18,,,,,,,,,,,,,2021
62,30.4,30,92,11.79,10,,,,,,,R83,5.91,,128.51,,,,,,,,,,,,,,2021
