,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,Sum
123,64.5,34,32.5,66.0,55.5,17.0,24.0,22.0,,,0.5892641800563435
124,64.5,34,32.5,66.0,55.5,17.0,24.0,15.0,9.5,5.0,0.46591476697688683
125,64.5,34,32.5,66.0,55.5,17.0,24.0,0.0,,,0.7543378667901207
126,64.5,34,32.5,0.0,,,,,,,0.42418724674684183
127,64.5,34,32.5,24.0,,,,,,,0.359931184090028
128,64.5,34,32.5,86.0,12.0,13.0,,,,,0.4393458044898967
129,64.5,34,32.5,25.0,61.5,16.0,,,,,0.45751104900629125
130,64.5,34,32.5,25.0,61.5,-7.0,,,,,0.3534222858373143
131,64.5,34,32.5,25.0,61.5,7.0,,,,,0.49597923983394565
132,64.5,34,32.5,0.0,,,,,,,0.47570131829795714
133,64.5,34,32.5,42.0,57.5,32.0,,,,,0.45656698970200305
134,64.5,34,32.5,42.0,57.5,27.0,,,,,0.5735405269525767
135,64.5,34,32.5,42.0,57.5,-7.0,,,,,0.4859333447745192
136,64.5,34,32.5,42.0,57.5,7.0,31.0,4.0,,,0.5547186510882834
137,64.5,34,32.5,42.0,57.5,7.0,31.0,0.0,,,0.6237980691285083
138,64.5,34,32.5,28.5,79.0,0.0,,,,,0.3471727313229568
139,64.5,34,32.5,28.5,26.0,2.0,,,,,0.4193022019169931
140,64.5,34,32.5,32.0,,,,,,,0.4387141979172695
141,64.5,34,32.5,0.0,,,,,,,0.43618137036650373
142,64.5,34,32.5,75.0,36.0,32.0,,,,,0.4319343333695388
143,64.5,34,32.5,75.0,36.0,16.5,,,,,0.464019947259005
144,64.5,34,32.5,18.0,,,,,,,0.4393458044898967
145,64.5,34,32.5,14.0,,,,,,,0.5164432927870697
146,64.5,34,32.5,7.0,,,,,,,0.6141494790178587
147,64.5,34,32.5,-27.0,13.0,12.0,,,,,0.45606170444390115
148,64.5,34,32.5,54.0,,,,,,,0.44124062420777865
149,64.5,34,32.5,15.0,45.0,41.0,35.0,2.5,,,0.45126149449193376
150,64.5,34,32.5,15.0,45.0,41.0,35.0,0.0,7.0,7.0,0.5881272882256143
151,64.5,34,32.5,15.0,45.0,41.0,35.0,0.0,,,0.44980544882023843
152,64.5,34,32.5,38.0,11.0,5.0,,,,,0.4532411490876971
153,64.5,34,32.5,-3.0,15.0,4.0,,,,,0.5113239289941361
154,64.5,34,32.5,25.0,48.0,3.0,,,,,0.5337309718718571
155,64.5,34,32.5,0.0,20.0,11.0,,,,,0.4513463293698151
156,64.5,34,32.5,0.0,20.0,10.0,,,,,0.4513463293698151
157,64.5,34,32.5,0.0,20.0,5.5,,,,,0.5153064009563407
158,64.5,34,32.5,0.0,20.0,19.0,,,,,0.4380825913446422
159,64.5,34,32.5,0.0,20.0,9.0,,,,,0.4708412982433797
160,64.5,34,32.5,0.0,20.0,60.0,,,,,0.505200695794304
161,64.5,34,32.5,0.0,20.0,52.0,21.0,2.0,,,0.4943370627451148
162,64.5,34,32.5,0.0,20.0,52.0,21.0,4.0,,,0.43618137036650373
163,64.5,34,32.5,0.0,20.0,52.0,21.0,0.0,,,0.600846457981652
164,64.5,34,32.5,39.0,16.5,5.5,,,,,0.47879954105848355
165,64.5,34,32.5,47.0,2.65,50.0,22.0,10.0,,,0.6420664895279846
166,64.5,34,32.5,47.0,2.65,50.0,22.0,14.0,,,0.4519779359424425
167,64.5,34,32.5,47.0,2.65,50.0,22.0,-18.0,,,0.4827753119113828
168,64.5,34,32.5,-10.0,8.0,6.5,,,,,0.42435505449801136
169,64.5,34,32.5,12.0,63.0,52.0,18.0,11.0,,,0.45644066838747754
170,64.5,34,32.5,12.0,63.0,52.0,18.0,0.0,,,0.4618735779552604
171,64.5,34,32.5,12.0,63.0,52.0,18.0,6.5,,,0.4702096916707523
172,64.5,34,32.5,12.0,63.0,52.0,18.0,32.0,,,0.543992149421002
173,64.5,34,32.5,12.0,63.0,52.0,18.0,2.0,,,0.5368291946323835
174,64.5,34,32.5,27.0,,,,,,,0.4360364255369634
175,64.5,34,32.5,38.0,34.0,13.0,,,,,0.45513596880557894
176,64.5,34,32.5,38.0,34.0,6.0,,,,,0.4822700266532809
177,64.5,34,32.5,38.0,34.0,6.5,9.5,5.5,,,0.4264647417913552
178,64.5,34,32.5,38.0,34.0,6.5,9.5,2.0,,,0.4355561650541331
179,64.5,34,32.5,38.0,34.0,6.5,9.5,3.0,14.5,8.0,0.5503572151825025
180,59.5,31,30.0,83.0,17.5,13.5,,,,,0.42163579568106135
181,59.5,31,30.0,83.0,17.5,3.0,,,,,0.4475566899340515
182,59.5,31,30.0,83.0,17.5,21.5,,,,,0.4260820664647237
183,59.5,31,30.0,83.0,17.5,7.5,,,,,0.3671314990179791
184,59.5,31,30.0,83.0,17.5,8.0,,,,,0.43618137036650373
185,59.5,31,30.0,83.0,17.5,31.0,,,,,0.43618137036650373
186,59.5,31,30.0,83.0,17.5,4.5,,,,,0.42292403360158726
187,59.5,31,30.0,13.0,,,,,,,0.4455105241263728
188,59.5,31,30.0,13.0,,,,,,,0.508544860074576
189,59.5,31,30.0,55.0,,,,,,,0.4488199030793061
190,59.5,31,30.0,0.0,,,,,,,0.4006066473672253
191,59.5,31,30.0,12.0,11.0,5.0,,,,,0.27965063815444713
192,59.5,31,30.0,56.0,13.5,4.5,,,,,0.44629347678879694
193,59.5,31,30.0,-12.0,,,,,,,0.41787118102056897
194,59.5,31,30.0,0.0,,,,,,,0.4232779727698922
195,59.5,31,30.0,34.5,,,,,,,0.5579364940540299
196,59.5,31,30.0,0.0,21.5,2.0,18.0,5.0,,,0.555017608770203
197,59.5,31,30.0,32.0,,,,,,,0.6692715035301734
198,59.5,31,30.0,0.0,34.0,12.0,,,,,0.5441379047839161
199,59.5,31,30.0,0.0,34.0,13.0,16.0,5.0,,,0.45239838632266294
200,59.5,31,30.0,0.0,34.0,10.0,,,,,0.4278920513047242
201,59.5,31,30.0,0.0,64.0,5.0,,,,,0.5972224228714472
202,59.5,31,30.0,0.0,64.0,12.0,28.5,4.0,,,0.5069026829857451
203,59.5,31,30.0,0.0,64.0,12.0,28.5,0.0,,,0.4718518687595833
204,59.5,31,34.0,66.0,48.0,35.0,,,,,0.4437670504982877
205,59.5,31,34.0,66.0,48.0,29.0,,,,,0.43618137036650373
206,59.5,31,34.0,66.0,48.0,15.0,,,,,0.44629347678879694
207,59.5,31,34.0,66.0,48.0,25.0,,,,,0.45601421236611805
208,59.5,31,34.0,66.0,48.0,25.0,30.0,10.5,13.0,18.5,0.45239838632266294
209,59.5,31,34.0,66.0,48.0,0.0,11.0,7.5,,,0.44124062420777865
210,59.5,31,34.0,29.0,,,,,,,0.4031928837603445
211,59.5,31,34.0,22.0,,,,,,,0.43618777162676026
212,59.5,31,34.0,72.0,31.5,12.0,,,,,0.4453243927092373
213,59.5,31,34.0,72.0,31.5,36.0,,,,,0.4387141979172695
214,59.5,31,34.0,72.0,31.5,16.0,,,,,0.4387141979172695
215,59.5,31,34.0,72.0,31.5,11.0,,,,,0.6821394148841682
216,59.5,31,34.0,72.0,31.5,6.5,,,,,0.49717594176728486
217,59.5,31,34.0,72.0,31.5,-46.5,,,,,0.44785081899974644
218,59.5,31,34.0,0.0,65.0,6.0,,,,,0.43745098477201483
219,59.5,31,34.0,0.0,65.0,94.5,,,,,0.4466474159571019
220,59.5,31,34.0,0.0,65.0,9.5,,,,,0.43239813219099665
221,59.5,31,34.0,62.0,25.0,15.0,,,,,0.4883999609624182
222,59.5,31,34.0,62.0,45.0,1.0,,,,,0.43618137036650373
223,59.5,31,34.0,3.0,,,,,,,0.5375389523128212
224,59.5,31,34.0,0.0,,,,,,,0.6345539829680642
225,59.5,31,34.0,3.0,10.0,6.0,,,,,0.51928217180924
226,59.5,31,34.0,-53.0,29.0,3.5,17.5,12.5,,,0.4351420443968348
227,59.5,31,34.0,-53.0,29.0,3.5,17.5,-1.5,,,0.41029819306370147
228,59.5,31,33.0,52.0,53.0,68.0,,,,,0.43969974365820175
229,59.5,31,33.0,52.0,53.0,11.0,,,,,0.38153212887388127
230,59.5,31,33.0,52.0,53.0,33.0,,,,,0.43618137036650373
231,59.5,31,33.0,52.0,53.0,30.0,,,,,0.4948423480032166
232,59.5,31,33.0,52.0,53.0,44.0,,,,,0.5646796939305943
233,59.5,31,33.0,52.0,53.0,8.5,,,,,0.7205445461280012
234,59.5,31,33.0,52.0,53.0,0.0,,,,,0.5328650636753792
235,59.5,31,33.0,52.0,53.0,0.0,17.5,11.0,,,0.4631356980573267
236,59.5,31,33.0,80.0,47.0,53.0,,,,,0.45387275566032437
237,59.5,31,33.0,80.0,47.0,28.0,13.0,1.0,,,0.4440611795639827
238,59.5,31,33.0,80.0,47.0,-2.0,,,,,0.40502789337561634
239,59.5,31,33.0,3.0,13.0,5.0,,,,,0.4570307885234608
240,59.5,31,33.0,3.0,13.0,34.0,,,,,0.5346933721813458
241,59.5,31,33.0,3.0,13.0,2.0,,,,,0.43302973876362383
242,59.5,31,33.0,64.0,,,,,,,0.42473401844158765
243,59.5,31,33.0,0.0,,,,,,,0.5385700499206018
244,59.5,31,33.0,16.5,18.0,14.0,,,,,0.47892586237300894
245,59.5,31,33.0,16.5,18.0,24.0,,,,,0.564252559780303
246,59.5,31,33.0,0.0,,,,,,,0.45151413712098465
247,59.5,31,33.0,20.0,,,,,,,0.39087990614876506
248,59.5,31,33.0,9.0,12.0,4.5,,,,,0.5260448057341928
249,59.5,31,33.0,40.0,,,,,,,0.5608935976982563
250,59.5,31,33.0,1.5,,,,,,,0.4832805971694847
251,59.5,31,33.0,10.0,19.0,8.5,,,,,0.45151413712098465
252,59.5,31,33.0,-52.0,,,,,,,0.3604962794507399
253,59.5,31,33.0,40.0,40.0,9.0,,,,,0.528124663826022
254,59.5,31,36.0,85.0,,,,,,,0.4336613453362511
255,59.5,31,36.0,58.0,52.0,6.0,,,,,0.3990907915929198
256,59.5,31,36.0,58.0,52.0,9.5,,,,,0.5326722311489385
257,59.5,31,36.0,58.0,52.0,29.0,,,,,0.4141230280214493
258,59.5,31,36.0,58.0,52.0,52.0,,,,,0.3023884747690295
259,59.5,31,36.0,58.0,52.0,7.0,,,,,0.525471501306731
260,59.5,31,36.0,58.0,11.0,3.0,,,,,0.5069691941976605
261,59.5,31,36.0,58.0,11.0,40.5,,,,,0.5067273616359921
262,59.5,31,36.0,58.0,11.0,0.0,,,,,0.4540405634114938
263,59.5,31,36.0,58.0,11.0,,,,,,0.5432234114664667
264,59.5,31,36.0,58.0,11.0,8.0,,,,,0.5464412544322134
265,59.5,31,36.0,0.0,40.0,16.0,,,,,0.43681937819938754
266,59.5,31,36.0,0.0,40.0,43.0,,,,,0.4342929519088784
267,59.5,31,36.0,0.0,40.0,-3.5,8.0,4.0,,,0.4437670504982877
268,59.5,31,36.0,0.0,40.0,26.0,,,,,0.43618137036650373
269,59.5,31,36.0,0.0,40.0,26.0,10.0,8.0,,,0.4336613453362511
270,59.5,31,36.0,0.0,40.0,32.0,,,,,0.4342929519088784
271,59.5,31,36.0,0.0,40.0,32.0,22.0,16.0,,,0.43618137036650373
272,59.5,31,36.0,0.0,40.0,32.0,22.0,26.0,,,0.43618137036650373
273,59.5,31,36.0,0.0,40.0,32.0,22.0,7.0,,,0.44945150965193337
274,59.5,31,36.0,53.0,,,,,,,0.4001013621091235
275,59.5,31,36.0,38.0,5.0,2.0,,,,,0.46956946111711906
276,59.5,31,36.0,10.0,,,,,,,0.43618137036650373
277,59.5,31,36.0,15.5,,,,,,,0.3595522201464516
278,59.5,31,36.0,15.5,38.0,73.0,,,,,0.4570307885234608
279,59.5,31,36.0,15.5,38.0,20.0,9.0,3.0,,,0.4342929519088784
280,59.5,31,36.0,15.5,38.0,16.5,,,,,0.4349245584815057
281,59.5,31,36.0,15.5,38.0,3.5,,,,,0.4342929519088784
282,59.5,31,36.0,15.5,38.0,,,,,,0.7872788197266377
283,59.5,31,36.0,15.5,38.0,7.0,,,,,0.45346876694147653
284,59.5,31,36.0,31.0,12.0,1.0,,,,,0.4355976514907771
285,59.5,31,36.0,0.0,9.0,6.5,,,,,0.4306711202242842
286,59.5,31,36.0,22.0,,,,,,,0.5096133178216891
287,59.5,31,36.0,19.0,,,,,,,0.7834288318723532
288,59.5,31,36.0,0.0,39.0,1.5,,,,,0.4086912114968546
289,59.5,31,36.0,-16.0,,,,,,,0.44323674046491457
290,59.5,31,36.0,-16.0,18.0,58.0,,,,,0.46397846082236094
291,59.5,31,36.0,-16.0,18.0,-3.5,,,,,0.6813422864069515
292,59.5,31,36.0,-16.0,18.0,-3.5,22.0,28.0,,,0.8236962187571196
293,59.5,31,36.0,13.0,39.0,23.0,29.0,10.0,,,0.76645989462546
294,59.5,31,36.0,,,,,,,,0.4393458044898967
295,69.0,34,34.0,48.0,,,,,,,0.4431354439256605
296,69.0,34,34.0,9.0,55.0,22.0,,,,,0.40907017544043095
297,69.0,34,34.0,9.0,55.0,25.0,,,,,0.43618137036650373
298,69.0,34,34.0,9.0,55.0,9.5,,,,,0.4305033124731147
299,69.0,34,34.0,9.0,55.0,6.5,,,,,0.4417208846906091
300,69.0,34,34.0,9.0,55.0,12.0,,,,,0.4713465835014815
301,69.0,34,34.0,9.0,55.0,8.0,,,,,0.33845656062070023
302,69.0,34,34.0,9.0,55.0,8.0,34.0,10.0,,,0.43618137036650373
303,69.0,34,34.0,,,,,,,,0.43618137036650373
304,69.0,34,34.0,67.0,6.5,4.5,,,,,0.3791320238978976
305,69.0,34,34.0,44.0,,,,,,,0.40262778839963265
306,69.0,34,34.0,44.0,57.0,3.0,32.0,11.0,,,0.43176652561836926
307,69.0,34,34.0,44.0,57.0,3.0,32.0,4.0,,,0.36873590105322124
308,69.0,34,34.0,44.0,57.0,3.0,32.0,13.0,,,0.41207070676631163
309,69.0,34,34.0,44.0,,,,,,,0.43618137036650373
310,69.0,34,34.0,44.0,57.0,72.0,30.0,39.0,,,0.5235172864004956
311,69.0,34,34.0,39.0,,,,,,,0.47115375097504064
312,69.0,34,34.0,11.0,,,,,,,0.4387141979172695
313,69.0,34,34.0,15.0,,,,,,,0.4905474233093511
314,69.0,34,34.0,16.0,55.0,37.0,,,,,0.4498719600321537
315,69.0,34,34.0,16.0,55.0,2.0,,,,,0.4930457915704656
316,69.0,34,34.0,16.0,55.0,17.0,,,,,0.5577223046074998
317,69.0,34,34.0,13.0,,,,,,,0.3873429093420523
318,69.0,34,37.0,85.0,38.0,10.0,,,,,0.43239813219099665
319,69.0,34,37.0,85.0,38.0,18.0,,,,,0.43618137036650373
320,69.0,34,37.0,85.0,38.0,8.0,,,,,0.3411691183283449
321,69.0,34,37.0,85.0,38.0,5.0,,,,,0.41850278759319626
322,69.0,34,37.0,85.0,38.0,31.0,,,,,0.4572871425355669
323,69.0,34,37.0,85.0,38.0,31.0,,,,,0.4336613453362511
324,69.0,34,37.0,85.0,38.0,21.0,18.0,4.0,,,0.39770125713313975
325,69.0,34,37.0,27.0,,,,,,,0.42384976923990947
326,69.0,34,37.0,68.0,55.0,36.5,,,,,0.44060901763515126
327,69.0,34,37.0,68.0,15.5,,,,,,0.4260820664647237
328,69.0,34,37.0,68.0,15.5,33.0,,,,,0.45580906181485026
329,69.0,34,37.0,68.0,15.5,24.0,12.0,11.5,,,0.4347134022890988
330,69.0,34,37.0,68.0,15.5,22.0,,,,,0.44182735704248977
331,69.0,34,37.0,68.0,15.5,-9.0,,,,,0.41976600073845083
332,69.0,34,37.0,68.0,15.5,13.0,29.0,7.0,,,0.4801890755182635
333,69.0,34,37.0,68.0,15.5,,,,,,0.44124062420777865
334,69.0,34,37.0,68.0,15.5,-13.0,,,,,0.478800643841754
335,69.0,34,37.0,5.0,,,,,,,0.42292403360158726
336,69.0,34,37.0,36.0,40.0,19.0,,,,,0.3600575054045535
337,69.0,34,37.0,36.0,40.0,19.0,6.0,2.5,,,0.3627102530095881
338,69.0,34,37.0,36.0,40.0,48.0,38.0,9.0,,,0.38879225390444233
339,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,4.0,0.44503026364354237
340,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,6.0,0.4222086851942667
341,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,6.0,0.721407433937649
342,69.0,34,37.0,40.0,,,,,,,0.4336613453362511
343,69.0,34,37.0,8.5,15.0,7.0,,,,,0.4260820664647237
344,69.0,34,37.0,61.0,,,,,,,0.44124062420777865
345,69.0,34,37.0,,,,,,,,0.4260820664647237
346,69.0,34,37.0,20.0,,,,,,,0.3968170079314616
347,69.0,34,37.0,20.0,53.0,12.0,,,,,0.45421656289017875
348,69.0,34,37.0,-82.0,21.5,20.0,,,,,0.43618137036650373
349,69.0,34,37.0,65.0,53.5,13.0,44.0,7.0,,,0.4422646231312317
350,69.0,34,37.0,23.0,,,,,,,0.36902631873586095
351,69.0,34,28.5,30.0,,,,,,,0.43578378290791264
352,69.0,34,28.5,35.0,14.5,4.5,,,,,0.42043909374772215
353,69.0,34,28.5,0.0,,,,,,,0.3742653027340148
354,69.0,34,28.5,28.0,48.5,66.5,,,,,0.3563941872833152
355,69.0,34,28.5,28.0,48.5,18.5,17.5,4.0,,,0.3818445816055422
356,69.0,34,28.5,28.0,48.5,15.0,,,,,0.49648452509204744
357,69.0,34,28.5,28.0,48.5,32.0,,,,,0.5256647487474282
358,69.0,34,28.5,28.0,48.5,14.0,,,,,0.5084850499719661
359,69.0,34,28.5,28.0,48.5,11.0,,,,,0.35778372174309525
360,69.0,34,28.5,28.0,48.5,-7.0,,,,,0.5350723361249222
361,69.0,34,28.5,28.0,48.5,46.0,,,,,0.43618137036650373
362,69.0,34,28.5,28.0,48.5,46.0,12.0,7.0,,,0.4702096916707523
363,69.0,34,28.5,28.0,48.5,9.0,,,,,0.4216608204563327
364,69.0,34,28.5,28.0,48.5,-55.0,,,,,0.3823498668636441
